-2.579304445524626677e-01,9.701792108398742398e-01,1.263547901875141877e+00,7.673148789707165407e-02,6.108114560286229455e+00,-3.875162364812129390e+00,-9.923789519533223746e-01,-1.317331502174998725e+00,-1.049553740827597004e+00,-5.928434832699628343e-01,2.548643438015136375e+00,-1.133692751763915041e+00
-1.080577274499321838e+00,1.126736209304353420e-01,-4.476518837808075801e+00,-1.754229571981205771e+00,-3.797574669052807828e+00,-1.284390171614512743e+00,6.179909813455517487e+00,4.811973145042197864e+00,-4.501541519782587208e+00,-9.851988620464704471e-01,-3.901950314916985962e-01,1.022178176023051055e+00
-1.147844716941573084e+00,1.649273013895732554e+00,-1.359859078732914339e+00,-2.552604540117334175e-01,-3.674977475983124631e+00,1.999075370523863304e+00,-2.893931908005966225e+00,3.049643787659585659e+00,1.380738851904066422e+00,-1.239650007217700800e+00,4.162211089979804823e-01,6.421847187710059135e-01
1.014667331111657189e+00,-2.572234885713697849e-02,3.357497983112445183e+00,1.157913157164041529e+00,3.223946898156845542e+00,-2.094355513931911439e+00,5.749522204075728782e-01,-2.408076737902113962e+00,-2.977740615672408442e+00,1.034633241027860917e+00,2.318794039045729782e+00,-3.342254945245630715e-01
9.353402439801661306e-02,5.511168341799982384e-01,-4.371966956056090758e+00,-2.030374279487033029e-01,3.014501157965984390e+00,2.916597857735259147e-01,1.548436351594443261e+00,-2.664320486784777398e+00,-3.828241356713845356e+00,-2.340219294067409916e-01,2.593916253430935903e+00,4.367797579725878343e-01
2.048709086232828547e+00,-2.454609199577499901e+00,-6.030288040058559673e+00,6.633374001155816213e-01,3.097645531227807059e+00,7.781621346729705735e-01,-3.055619227274834149e+00,-5.711529983324768800e+00,-1.597258933271119341e+00,-7.841852570775587061e-02,2.999654879595850865e+00,3.185872884547849004e-01
5.227406310788809130e-01,-5.695746346262684057e+00,-6.018546046093221413e+00,2.023590313035981580e+00,3.385286775835245177e+00,8.134473001175503981e-01,1.698628016865036949e+00,-5.912292086148156933e+00,-6.768746041165755178e-01,1.096416620821264232e+00,3.696933720781288457e+00,-1.751139005061332909e-01
-6.624151716604586015e-01,-7.461420203609646862e+00,-8.464101256005317486e-01,9.303882617861720661e-01,2.893242463360417460e+00,6.294004402133461795e-01,-1.596114344252332673e+00,-5.760210113003433996e+00,4.283698901279720417e+00,-4.401227405133481541e-02,2.274740444375059845e+00,1.345303288141156850e+00
9.191206573108046118e-02,-7.773464652565413857e+00,4.344805423342007700e+00,2.038006027595114511e-01,2.094310543930630431e+00,2.844348428462275535e-01,5.214002344359852659e-01,-5.555968626878193817e+00,5.250406666576867387e+00,-4.495077640828656351e-01,2.189136900039906353e-01,3.000318988195000092e+00
-2.661964575864058435e+00,-4.775231551328414703e+00,5.981768072972189820e+00,-1.235750928856157227e+00,1.706166980917118048e+00,1.416278190171854412e+00,1.850057965867200727e+00,-1.118099367911099762e+00,3.230762425716656949e+00,-1.333364052344565787e+00,1.018023846266056520e-01,1.696299852629741256e+00
8.948482689770038689e-01,-6.575224743313959896e-01,5.216908036979380547e+00,-9.460925870012701910e-01,1.546133183577010906e+00,2.251714700072158681e+00,-1.045437459366192590e+00,4.119855864356508413e+00,-2.954990858098696549e+00,-5.824475915200626464e-01,1.094543261401037304e+00,6.217046538398439404e-02
-1.267133766987678101e+00,3.844467305979399452e+00,1.808714601304963088e+00,-6.862861353464581038e-01,4.308157324842616376e-01,2.671424803957625382e+00,-8.235759300161911156e-01,2.535340651076421814e+00,-9.800430738533330022e-01,-5.078409443365020648e-01,2.257078616363652035e+00,-1.941954692450096776e+00
4.588854624745413169e-01,2.818964477778608924e+00,-2.355896650110036461e+00,1.034652625891369526e+00,1.342607935531937802e+00,2.634021699808040129e+00,6.312485964172714903e-02,1.880122605238959466e+00,-1.682647121606268836e-01,-9.577341546147905005e-01,2.834410486554904463e+00,-3.936307430401579044e+00
4.055316874506649238e-01,3.591646694205450352e+00,-3.132868106781221851e+00,1.087414541391555689e+00,2.185127700626957825e+00,-2.523272702900865028e+00,1.913555225785835145e-01,2.441741032607630313e+00,-1.023488152451992095e+00,1.227381245808562671e+00,-1.058144411522595529e+00,-4.321636904225851339e+00
-8.088859911739282316e-02,3.307982676457336346e+00,-2.761031060124448544e+00,-2.116210869581184539e+00,-2.661990795697371848e+00,-5.955632127429574041e+00,-1.130068452943179258e-01,2.311246855827442381e+00,-7.855412106492116742e-01,1.205018027504615841e+00,-4.262862154088089106e+00,-3.196708178376703735e+00
8.074224969754375536e-01,3.116305161813362812e+00,-1.442343709065962098e+00,-1.013484908171389254e+00,-4.732695147575045169e+00,-6.570866304021225623e+00,1.011035184749583760e+00,2.048104777658528164e+00,2.639409510598442754e-01,1.539677923812137639e+00,-6.250009235198744406e+00,-1.333873790966356276e+00
