8.116347962578204789e-02,7.183658683049940485e-01,-1.369467702570041912e+00,-1.287662590579604638e-01,5.695432870382903801e-01,-1.462501872424939675e+00,1.654789734488272546e-01,7.383435411092005296e-01,-1.326993872144135000e+00,-7.021039694275603427e-02,5.901760800208281088e-01,-1.421516495961709037e+00
9.341497947021627779e-02,7.796623189604133808e-01,-1.490279695991512554e+00,-2.405911988382318789e-01,4.743870313068534461e-01,-1.718847293169834867e+00,2.179764204944340256e-01,8.102525389940030687e-01,-1.378163966034283705e+00,-1.400100395014075294e-01,5.025287131510336458e-01,-1.583111847625133572e+00
9.267789667802506237e-02,8.519972599072048736e-01,-1.629997722872004395e+00,-2.263161265590936388e-01,3.474018893946826947e-01,-1.810987021060864954e+00,2.053345359581918717e-01,8.729768874398824430e-01,-1.472065481529678976e+00,-9.230730160085579006e-02,3.352323464291624422e-01,-1.592037040279969506e+00
1.072755641371125196e-01,8.885455398484127798e-01,-1.700146472003524867e+00,-2.655087451007543953e-01,2.921794287534172363e-01,-1.677139984482462598e+00,2.327244761571295451e-01,8.914113073801241960e-01,-1.512069038510760688e+00,-9.012415709144036557e-02,2.641721308321303696e-01,-1.479784361964618267e+00
1.291653841931545421e-01,8.768173175063014302e-01,-1.698204537676837766e+00,-2.644739791285791175e-01,1.462568523297949064e-01,-1.610326876063238988e+00,2.711392124988661334e-01,8.454772060932702615e-01,-1.446081893496539372e+00,-5.588127388214932101e-02,2.358174631954805811e-01,-1.454779105657784122e+00
9.662512554476627991e-02,8.907402379825060112e-01,-1.640573309107613564e+00,-9.867988554173294513e-02,6.579830716415013825e-02,-1.513184201448305899e+00,2.170440334621120126e-01,9.851284071238418649e-01,-1.346656543936787909e+00,-7.626580961987115825e-02,2.841564757892294790e-01,-1.472750789808621619e+00
4.519755353754964511e-02,9.077865106429154896e-01,-1.512520877761498905e+00,-6.905501389456498995e-02,1.869465028316592559e-01,-1.402235883766610680e+00,2.613101661291810651e-01,1.101877187958276050e+00,-1.294442515064574639e+00,-1.064788104627387016e-01,3.835969044659511828e-01,-1.515238109489950968e+00
7.051737910420306787e-02,9.462864143584519550e-01,-1.337394323009574837e+00,-1.442472913464923623e-01,2.809470581256805488e-01,-1.396626759050374256e+00,3.036826542388186279e-01,1.111687203839958560e+00,-1.329210878942537200e+00,-9.836108684133461344e-02,4.765033156861736563e-01,-1.555205511049760680e+00
1.655765633419111760e-01,1.042310770878255077e+00,-1.313565393104879631e+00,-1.350623205040143437e-01,3.665167988377813213e-01,-1.427566108616195262e+00,1.759885306463057630e-01,1.139598419401521845e+00,-1.457467054230030534e+00,-9.348991159061378897e-02,5.240753373654760683e-01,-1.566387994035103093e+00
8.001008539211224013e-02,1.080033875804546462e+00,-1.430173412033220570e+00,-1.209823243098627071e-01,5.600543970081753864e-01,-1.434413759853405246e+00,1.847812634566728951e-01,1.082517072051499385e+00,-1.615871941425643055e+00,-8.454572957393116650e-02,5.251674359727449559e-01,-1.547192002151453361e+00
7.387211568249747728e-02,1.022051776269956580e+00,-1.631637460978972776e+00,-8.576342209701498520e-02,6.873008892454827157e-01,-1.442933163084414883e+00,1.503488952091650011e-01,9.288585785459300137e-01,-1.682794875236659493e+00,-6.307934005702986457e-02,5.186983107257470138e-01,-1.536185028227883720e+00
1.305219430825662053e-01,8.513498309891674998e-01,-1.804298488252009669e+00,-6.980256062023094954e-02,7.254293288052848787e-01,-1.481646792114273303e+00,6.888291529382220557e-02,7.119329839255622572e-01,-1.652468567859416870e+00,-3.982078703385236867e-02,5.417658102566296208e-01,-1.557409796382004386e+00
1.158590032311185708e-01,6.386491015179223130e-01,-1.831440362725496485e+00,-5.703598148762559217e-02,7.708449778252204343e-01,-1.495186356655684001e+00,1.369428212659514754e-01,4.753083786187734527e-01,-1.545490014274372381e+00,-9.810721163604466458e-03,6.036089496104682928e-01,-1.606901364883803751e+00
8.842956346347490004e-02,3.687784972586864995e-01,-1.715720091402350267e+00,-6.523133858899009263e-02,8.105288183895543730e-01,-1.477493153472955179e+00,1.665477138964855663e-01,3.038369860330583649e-01,-1.409814970158212111e+00,-1.011934979964117763e-02,6.698532894280230243e-01,-1.636936292934523696e+00
6.808071989597605511e-02,1.354019207024168003e-01,-1.532866418192167846e+00,-7.033662433001947045e-02,8.186214271324090408e-01,-1.458742059571395799e+00,1.571993784607245981e-01,3.037594324809563262e-01,-1.378916612002586861e+00,-1.420166683653484307e-02,6.634633880833811226e-01,-1.582953342919137807e+00
-1.333949726706348989e-02,1.176930765066760975e-01,-1.359939381933310099e+00,-6.435629147261195948e-02,8.110565263893174670e-01,-1.409160437421095313e+00,1.522709230185570750e-01,2.992754583425044634e-01,-1.326852588686947776e+00,-1.762148235610325187e-02,6.395452666074795678e-01,-1.490269289159471544e+00
-7.248078373057698261e-03,2.674200339327677534e-01,-1.295186178867228755e+00,-5.207030793549833475e-02,8.455827864943914474e-01,-1.292085899349217915e+00,1.285531201365709697e-01,3.849964908468674896e-01,-1.368267271321863099e+00,-4.921108547867511507e-02,7.043614897639143280e-01,-1.459614788008133601e+00
